,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
1,UPDATED: Red Line Alert: Trains will operate approximately every 15 minutes w/6-car trains. Expect delays &amp; consider Metrobus alternatives.,FALSE,5,NA,12/2/2021 10:01,FALSE,NA,1.46635E+18,NA,"<a href=""http://www.wmata.com/alerts"" rel=""nofollow"">Metrorail Alerts</a>",Metrorailinfo,2,FALSE,FALSE,NA,NA
2,"Tomorrow, Dec. 2 from 3-7 p.m., Route 697 will detour due to the National Christmas Tree Lighting Ceremony 2021. Bu… https://t.co/F1ILpQw9Vl",FALSE,0,NA,12/1/2021 22:04,TRUE,NA,1.46617E+18,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",ffxconnector,0,FALSE,FALSE,NA,NA
3,"@CMccafe whenever I have a really seamless public transit moment, i always remind myself that it's the exception no… https://t.co/LhJl0uWavt",FALSE,1,CMccafe,12/1/2021 19:16,TRUE,1.46612E+18,1.46612E+18,366749265,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ecclesimax,0,FALSE,FALSE,NA,NA
4,"Our November 2021 regional bus performance reports are now live!

ART: B+
DASH: B+ <U+0001F4C8>
Fairfax Connector: B
MTA Local… https://t.co/rxyU5l6bcp",FALSE,1,NA,12/1/2021 15:06,TRUE,NA,1.46606E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",dcmetrohero,1,FALSE,FALSE,NA,NA
5,Are you aware of all the Transportation Services available to older adults &amp; persons with disabilities in… https://t.co/4j6p4xFSvU,FALSE,1,NA,12/1/2021 13:45,TRUE,NA,1.46604E+18,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",mococommuter,3,FALSE,FALSE,NA,NA
6,@Texx8904 Good morning. We are sorry for the experience riding with us. Please visit https://t.co/4cTnqOBaEP to fin… https://t.co/cguMDAOPtG,FALSE,0,Texx8904,12/1/2021 13:17,TRUE,1.46602E+18,1.46603E+18,8.55145E+17,"<a href=""http://www.conversocial.com"" rel=""nofollow"">Conversocial</a>",Metrobusinfo,0,FALSE,FALSE,NA,NA
7,"Riding Metrobus to attend the 2021 Jingle Bell Run this Sat? Route 10A will detour on 12/4, 6a-12p due to the event… https://t.co/4OZkKagAxY",FALSE,1,NA,11/30/2021 23:51,TRUE,NA,1.46583E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Metrobusinfo,0,FALSE,FALSE,NA,NA
8,"Traveling near the @WhiteHouse this Thursday? On Dec 2, several Metrobus routes will detour from 11a-9p to accommod… https://t.co/YnBcBQC9nX",FALSE,1,NA,11/30/2021 23:50,TRUE,NA,1.46583E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Metrobusinfo,0,FALSE,FALSE,NA,NA
9,<U+0001F1FF><U+0001F1E6> NEW analysis of Johannesburg’s Metrobus fleet works toward an emissions control strategy &amp; compares diesel dual-… https://t.co/YC4AespnTS,FALSE,6,NA,11/30/2021 14:12,TRUE,NA,1.46569E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",TheICCT,1,FALSE,FALSE,NA,NA
10,I’m looking for the red bus lanes and a #wmata metrobus in front on H Street. C’mon! https://t.co/0kt6MRiAKA,FALSE,6,NA,11/30/2021 4:09,FALSE,NA,1.46553E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",rcrc2012,0,FALSE,FALSE,NA,NA
