,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
1,"I am proud to announce that my comrades, and I will be running for the MDC DSA Steering Committee with the Rainbow… https://t.co/GrRYH9Gdb8",FALSE,0,NA,11/23/2021 0:31,TRUE,NA,1.46294E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",haydengise,0,FALSE,FALSE,NA,NA
2,"And of course, I’ll still ride Metro. I have to! I don’t have a car. I am so sad precisely because I rely on Metro… https://t.co/kuy1HVYkpv",FALSE,6,Mike4Petworth,11/23/2021 0:14,TRUE,1.46294E+18,1.46294E+18,9.80078E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Mike4Petworth,0,FALSE,FALSE,NA,NA
3,"Lollis to Metro Police Department officer: ""Y'all on the same team we are, aren't you? You're not going to respond?… https://t.co/IkhNGBfd5n",FALSE,17,ryanjreilly,11/23/2021 0:13,TRUE,1.46294E+18,1.46294E+18,7768402,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",ryanjreilly,8,FALSE,FALSE,NA,NA
4,"@JWPascale Already ditched Metro for good. I'm a MARC train and cyclist now, done with the stupid wait times.",FALSE,0,JWPascale,11/23/2021 0:07,FALSE,1.46293E+18,1.46294E+18,17528931,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",timothyjwyant,0,FALSE,FALSE,NA,NA
5,Speaking of low capacity transit: any thoughts on Metro accountability? https://t.co/pA77oOWnsx,FALSE,2,NA,11/23/2021 0:07,FALSE,NA,1.46294E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",HeadwaysMatter,0,FALSE,FALSE,NA,NA
6,@NVTAuthority Any interest in Metro's ongoing 7k troubles?,FALSE,0,NVTAuthority,11/23/2021 0:06,FALSE,1.46294E+18,1.46294E+18,3880337056,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",HeadwaysMatter,0,FALSE,FALSE,NA,NA
7,I often wonder about how long each individual's rope is with Metro. I bet a lot of it depends on when you got to D.… https://t.co/bTC2iIEUtc,FALSE,10,NA,11/23/2021 0:04,TRUE,NA,1.46293E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JWPascale,2,FALSE,FALSE,NA,NA
8,"Cities with the fastest growing home prices in Los Angeles metro area
https://t.co/SLwmQbWPJM
Contact me to discuss… https://t.co/1FQlGVDPMQ",FALSE,0,NA,11/23/2021 0:01,TRUE,NA,1.46293E+18,NA,"<a href=""https://www.roomvu.com/"" rel=""nofollow"">roomvu</a>",MarcusLoans,0,FALSE,FALSE,NA,NA
9,@RunnerRogueRuns @MsWilliamsWorld I got McDonald’s for the kids and now I’m sitting in the car trying to figure out… https://t.co/kjBhgRUyFt,FALSE,1,RunnerRogueRuns,11/22/2021 23:59,TRUE,1.46293E+18,1.46293E+18,1.21863E+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",metro_man,0,FALSE,FALSE,NA,NA
10,"I was so proud to publish this inaugural column by my friend, actor, playwright, and director Ryan Spahn. Another o… https://t.co/CvfjixPF02",FALSE,0,NA,11/22/2021 23:57,TRUE,NA,1.46293E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RandyShulman,0,FALSE,FALSE,NA,NA
