,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
1,Washington Coliseum is now called Uline Arena. You can see it from the Amtrak as you’re approaching Union Station… https://t.co/WUfaiKPdF7,FALSE,1,NA,12/2/2021 13:58,TRUE,NA,1.46641E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nostaticatalll,0,FALSE,FALSE,NA,NA
2,@brandita Side note. This isn’t to invalidate concerns. I’m going to be on Amtrak today for the first time in 2 yea… https://t.co/vgSx6wa5So,FALSE,0,MoCoMikeE,12/2/2021 13:13,TRUE,1.46639E+18,1.4664E+18,1.31495E+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MoCoMikeE,0,FALSE,FALSE,NA,NA
3,someone explain to me why every time i hop on the northeast regional amtrak i think i’m going to spend my time writ… https://t.co/1IR2Jl1Lvs,FALSE,31,NA,12/2/2021 11:35,TRUE,NA,1.46637E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mlstrat,2,FALSE,FALSE,NA,NA
4,@mmpadellan RELATED NOTE: Just one more reason for President Biden to love Amtrak.,FALSE,0,mmpadellan,12/2/2021 6:41,FALSE,1.46604E+18,1.4663E+18,1640929196,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TweetsNGreets,0,FALSE,FALSE,NA,NA
5,"@reedm @olliegrace Whoa, cool! Was it loaded onto a passenger train? Or a freight train (not sure if Amtrak even ha… https://t.co/dGGP7BBeTC",FALSE,0,reedm,12/2/2021 6:16,TRUE,1.46629E+18,1.46629E+18,3377101,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter for  iPhone</a>",ptraughber,0,FALSE,FALSE,NA,NA
6,@danielmwarwick @paytonchung Interesting. Yeah 2 1/2 hours may be a fair estimate. The shortest flight I see is via… https://t.co/ja8E8IjrbY,FALSE,2,danielmwarwick,12/2/2021 3:28,TRUE,1.46625E+18,1.46625E+18,30407984,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ryanfor3F05,0,FALSE,FALSE,NA,NA
7,@olliegrace GREAT pun <U+0001F602> Driving is probably the easiest mode for moving out of the Bay Area thanks to our extensive… https://t.co/LtBpv7qWDR,FALSE,1,olliegrace,12/2/2021 1:35,TRUE,1.46622E+18,1.46622E+18,59814604,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ptraughber,0,FALSE,FALSE,NA,NA
8,@KatrinTheWonk If I was a rich dude living in City Center and I could walk/short Metro ride to Metro Center for an… https://t.co/6oEPLsx3D9,FALSE,0,KatrinTheWonk,12/1/2021 23:22,TRUE,1.4661E+18,1.46619E+18,2233322426,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Andyhac,0,FALSE,FALSE,NA,NA
9,"Aberdeen Carolina &amp; Western dome car Menzies Vista passes through Algodones, New Mexico on @Amtrak 4, the eastbound… https://t.co/j4fGfIJgty",FALSE,44,NA,12/1/2021 22:19,TRUE,NA,1.46617E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Yard_Limit,8,FALSE,FALSE,NA,NA
10,@Amtrak is 46% more energy efficient than driving and 34% more efficient than flying.  This is a great contributor… https://t.co/3FX5AAPT8W,FALSE,3,onevisionary,12/1/2021 21:44,TRUE,1.46616E+18,1.46616E+18,246115540,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",onevisionary,1,FALSE,FALSE,NA,NA
11,Poor Pat Moynihan. Amtrak conductors keep calling new station “Monaghan”.,FALSE,1,NA,12/1/2021 21:43,FALSE,NA,1.46616E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Brian_F_Gardner,0,FALSE,FALSE,NA,NA
12,"Wow! A week into the job, @Amtrak lost about half of its ridership due to COVID.  From 95,000 riders/day to 3,000.… https://t.co/gbM3WRKFs6",FALSE,9,NA,12/1/2021 21:32,TRUE,NA,1.46616E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",onevisionary,1,FALSE,FALSE,NA,NA
13,"<U+0001F685>@Amtrak CEO William Flynn says immediately after COVID hit in March 2020, daily riders went from 95,000 to 3,000.… https://t.co/d4GwNc5aMY",FALSE,3,NA,12/1/2021 21:32,TRUE,NA,1.46616E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JoshuaMcnemar,0,FALSE,FALSE,NA,NA
14,"To close Day 2 of NGA's 2021 #Infrastructure Summit, @OKDOT Secretary Tim Gatz introduced @Amtrak CEO William Flynn… https://t.co/0LSxoyinmY",FALSE,7,NA,12/1/2021 21:28,TRUE,NA,1.46616E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NatlGovsAssoc,0,FALSE,FALSE,NA,NA
15,@Amtrak Did it with no problem! Thank you!!,FALSE,0,Amtrak,12/1/2021 21:24,FALSE,1.4108E+18,1.46616E+18,119166791,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",susiwinby,0,FALSE,FALSE,NA,NA
16,@OKDOT Secretary Tim Gatz is moderating a panel with @Amtrak CEO Bill Flynn.  Ironically he and I were in line toge… https://t.co/xSwEEl16SD,FALSE,1,OKDOT,12/1/2021 21:23,TRUE,NA,1.46616E+18,73187164,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",onevisionary,0,FALSE,FALSE,NA,NA
17,@TheLIRRToday @A320Lga @mdasilva1563 @Union_Tpke The idea that we can’t provide good urban services on LIRR is just… https://t.co/t8HhvA7qhr,FALSE,3,Ryanfor3F05,12/1/2021 20:42,TRUE,1.46614E+18,1.46615E+18,7.16999E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ryanfor3F05,0,FALSE,FALSE,NA,NA
18,@samdman95 @Amtrak The Acela takes longer to go from NYC -&gt; DC than it did in the '70s <U+0001F643>,FALSE,52,samdman95,12/1/2021 20:31,FALSE,1.46614E+18,1.46614E+18,188103539,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ne0liberal,0,FALSE,FALSE,NA,NA
19,Amtrak loudspeaker guy reminds us a bunch of times masks required onboard unless you are ‘actively eating or drinki… https://t.co/cnX5J6uvAU,FALSE,1,NA,12/1/2021 17:37,TRUE,NA,1.4661E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ScarletRobinson,0,FALSE,FALSE,NA,NA
20,"There's generally also a huge model train display - @Amtrak, CSX, Norfolk Southern - by the outdoor White House tree on the Ellipse.",FALSE,0,NikkiSchwab,12/1/2021 17:29,FALSE,1.4661E+18,1.4661E+18,8162322,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NikkiSchwab,0,FALSE,FALSE,NA,NA
21,Looks like the 6 hours I spent sleeping on an Amtrak while listening to vaporwave influenced this a bit too much bu… https://t.co/Rtf6Kc4PEv,FALSE,0,NA,12/1/2021 17:28,TRUE,NA,1.4661E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",brapbrah,0,FALSE,FALSE,NA,NA
22,This is very on brand. cc @Amtrak https://t.co/7PNRY09y8B,FALSE,7,NA,12/1/2021 17:27,FALSE,NA,1.4661E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NikkiSchwab,0,FALSE,FALSE,NA,NA
23,@AirlineFlyer @A320Lga Thinking @DrAndyJensen at Amtrak may be able to chime in (or might not),FALSE,0,AirlineFlyer,12/1/2021 16:48,FALSE,1.46609E+18,1.46609E+18,58913244,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RAILMag,0,FALSE,FALSE,NA,NA
24,"“Regardless of your personal opinions about masks, you must wear one over your nose and mouth for the duration of t… https://t.co/oWOZbskQ2W",FALSE,5,NA,12/1/2021 16:26,TRUE,NA,1.46608E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KnOstergren,0,FALSE,FALSE,NA,NA
25,Y’all the Oval Office has a tree. With a train. That’s an Amtrak Acela. Labeled the Biden Express: https://t.co/Jl96tX78iM,FALSE,84,NA,12/1/2021 16:08,FALSE,NA,1.46608E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dougblandry,1,FALSE,FALSE,NA,NA
26,Beautiful sunny day - taking an Amtrak from DC -&gt; NYC &amp; joining the SBC Conference later today at the Meadowlands.… https://t.co/eONhNE0xSB,FALSE,5,NA,12/1/2021 15:39,TRUE,NA,1.46607E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ScarletRobinson,0,FALSE,FALSE,NA,NA
27,"There is no better way to travel to NYC than @Amtrak Acela.  Baltimore-NYC in under 2 1/2 hours.  Comfy, clean, easy. #Amtrak",FALSE,0,NA,12/1/2021 12:56,FALSE,NA,1.46603E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mckelvie2112,0,FALSE,FALSE,NA,NA
28,@mattyglesias Which industries make the move? Defense contractors? Relatively easy access to Hampton Roads (lots of… https://t.co/WWNzD92CYe,FALSE,0,mattyglesias,12/1/2021 10:59,TRUE,1.46581E+18,1.466E+18,15446531,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",alfredtcooper,0,FALSE,FALSE,NA,NA
29,Saver fares from WAS-NYP were artificially inflated with a $49 base saver fare during the Track Friday promotion to… https://t.co/M5XnfbnSkE,FALSE,1,mleibner,12/1/2021 4:05,TRUE,1.46589E+18,1.46589E+18,17065913,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mleibner,0,FALSE,FALSE,NA,NA
30,"Warning for anyone who booked Track Friday sale - WAS-NYP had $49 saver fares or $69 value fares during the sale, m… https://t.co/OBhP6kez9O",FALSE,0,NA,12/1/2021 4:02,TRUE,NA,1.46589E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mleibner,0,FALSE,FALSE,NA,NA
31,@NQRW hopefully regardless of whether or not this calculus is correct (per the many other replies) I hope that part… https://t.co/5Sog65D2SN,FALSE,0,NQRW,12/1/2021 3:11,TRUE,1.46526E+18,1.46588E+18,16805156,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",criticaldroll,0,FALSE,FALSE,NA,NA
