,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
1,#December is National Drunk and Drugged Driving Awareness Month.  Make the smart decision to get a designated drive… https://t.co/GKEXOErvuU,FALSE,1,NA,12/2/2021 13:42,TRUE,NA,1.4664E+18,NA,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>",TIPSTraining,0,FALSE,FALSE,NA,NA
2,Lyft yes. Late for work tho,FALSE,0,NA,12/2/2021 13:37,FALSE,NA,1.4664E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Auth_Gen_Person,0,FALSE,FALSE,NA,NA
3,i hate @lyft and im never using it again. they told me i had a free ride then charged me. cant stand yall fr im broke and dying,FALSE,4,NA,12/2/2021 13:05,FALSE,NA,1.46639E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",qseudonym,0,FALSE,FALSE,NA,NA
4,"Good luck to all ARMYs leaving Sofi tonight. Stay safe. 

And for those Uber and lyft drivers who try to rip off AR… https://t.co/3T5QuECgrp",FALSE,1,NA,12/2/2021 6:16,TRUE,NA,1.46629E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",newbiewritergrl,0,FALSE,FALSE,NA,NA
5,@TeamsterDoug @LorenaSGonzalez @Uber @lyft @DoorDash @Postmates @WIRED Let them compete. Many employees want the fl… https://t.co/HHbRM4UvLY,FALSE,0,TeamsterDoug,12/2/2021 5:28,TRUE,1.46614E+18,1.46628E+18,1486798604,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",3Sentinel4,0,FALSE,FALSE,NA,NA
6,"@lyft Why I can't recive an actual ride request at the airport rather than the total bullshit ""head towards the air… https://t.co/ctRQFtufzA",FALSE,0,lyft,12/2/2021 5:09,TRUE,NA,1.46627E+18,569569550,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MiggySanz,0,FALSE,FALSE,NA,NA
7,i am constantly explaining my job to lyft drivers and at this point i should just have a script,FALSE,3,NA,12/2/2021 4:38,FALSE,NA,1.46627E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_korndog,0,FALSE,FALSE,NA,NA
8,"I’ve recently gotten surveys from @Lyft, @Uber &amp; the @NYTimes with no open text field, no N/A, and few response opt… https://t.co/WeRNaijJKZ",FALSE,0,NA,12/2/2021 1:38,TRUE,NA,1.46622E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",gpanger,0,FALSE,FALSE,NA,NA
9,okay lyft drive was a TOTAL MEANIE 2 me and i started crying bc she yelled at me over the phone. fucj you missy,FALSE,5,NA,12/1/2021 23:54,FALSE,NA,1.46619E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",m00coww,0,FALSE,FALSE,NA,NA
10,@mandy_razon it’s actually not too much with lyft,FALSE,0,mandy_razon,12/1/2021 23:43,FALSE,1.46619E+18,1.46619E+18,3108191942,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jeonsxrkive,0,FALSE,FALSE,NA,NA
