,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
1,"@uber’s time estimates are lies. 
#ComplaintOfTheDay",FALSE,0,Uber,12/2/2021 14:43,FALSE,NA,1.47E+18,19103481,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rchtdc,0,FALSE,FALSE,NA,NA
2,Some of the many great buys out there ... but these hand-picked are the best and the fastest to make the U-turn ...… https://t.co/mGapKVG2xS,FALSE,1,NA,12/2/2021 14:29,TRUE,NA,1.47E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",harekrishna2025,0,FALSE,FALSE,NA,NA
3,@ih8straightmen @hetheysmilez The cheap ones do smh. When I first started I was using custom ink and Uber prints. T… https://t.co/P7kJt7E9fu,FALSE,1,ih8straightmen,12/2/2021 14:13,TRUE,1.47E+18,1.47E+18,1.00E+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DWayArts_,0,FALSE,FALSE,NA,NA
4,"#Uber intros #severalsafetyfeatures, including one that records audio during a ride – #TechCrunch… https://t.co/dx4zwHnCbk",FALSE,0,NA,12/2/2021 14:02,TRUE,NA,1.47E+18,NA,"<a href=""http://www.darrenculbreath.com"" rel=""nofollow"">TweetGenForDarren</a>",darrenculbreath,0,FALSE,FALSE,NA,NA
5,"#Uber intros #severalsafetyfeatures, including one that records audio during a ride – #TechCrunch… https://t.co/bLZWfUklBC",FALSE,0,NA,12/2/2021 14:02,TRUE,NA,1.47E+18,NA,"<a href=""http://www.darrenculbreath.com"" rel=""nofollow"">TweetGenForDarren</a>",darrenculbreath,0,FALSE,FALSE,NA,NA
6,@john_self @helenlewis @DKThomp Very interesting. Do you think 2000-2025 difference is as much? Hard to tell when w… https://t.co/YxGqR9SBLM,FALSE,0,john_self,12/2/2021 13:59,TRUE,1.47E+18,1.47E+18,19438505,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DCLiverpoolFan,0,FALSE,FALSE,NA,NA
7,Iddris Sandu is only 21-years old &amp; he has  a few major accomplishments in the field of technology. He has created… https://t.co/NcEK4KNpDV,FALSE,0,NA,12/2/2021 13:45,TRUE,NA,1.47E+18,NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",black_affluence,0,FALSE,FALSE,NA,NA
8,#December is National Drunk and Drugged Driving Awareness Month.  Make the smart decision to get a designated drive… https://t.co/GKEXOErvuU,FALSE,1,NA,12/2/2021 13:42,TRUE,NA,1.47E+18,NA,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>",TIPSTraining,0,FALSE,FALSE,NA,NA
9,"@jimcramer Jimmy, son, we don’t owe you an explanation. That’s the beauty of freedom. You get to live in uber-vaxxe… https://t.co/hsWEQ67Clr",FALSE,0,jimcramer,12/2/2021 13:09,TRUE,1.47E+18,1.47E+18,14216123,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1preppernation,0,FALSE,FALSE,NA,NA
10,"@__bigghomiee im up and out .. i feel like im bouta cry in this Uber , <U+0001F629> im okayyy i just gotta get in the mood !",FALSE,0,__bigghomiee,12/2/2021 12:53,FALSE,1.47E+18,1.47E+18,1.46E+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",keinotkey__,0,FALSE,FALSE,NA,NA
11,@Ye______ Uber Eats and Amazon got me in a chokehold,FALSE,1,Ye______,12/2/2021 12:38,FALSE,1.47E+18,1.47E+18,35488034,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_dojomo,0,FALSE,FALSE,NA,NA
12,"""... one might see tighter FTC scrutiny of promised worker earnings as a nudge in the right direction.""… https://t.co/2XPtWQNXZc",FALSE,1,NA,12/2/2021 12:36,TRUE,NA,1.47E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",loyndsview,1,FALSE,FALSE,NA,NA
13,@Uber you need a better way for customers to submit complaints! I had a scheduled ride and the driver was outside o… https://t.co/wRJcDap53E,FALSE,0,Uber,12/2/2021 11:43,TRUE,NA,1.47E+18,19103481,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Beautiful_inout,0,FALSE,FALSE,NA,NA
14,@michaelharriot This sounds like Uber eats after ordering $12.00 meal,FALSE,3,michaelharriot,12/2/2021 10:25,FALSE,1.47E+18,1.47E+18,96149284,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",DCSIGMA95,0,FALSE,FALSE,NA,NA
15,@atcabbie I got Wembley with an Uber user<U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D>,FALSE,1,atcabbie,12/2/2021 9:40,FALSE,1.47E+18,1.47E+18,168815861,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BCK_BlackCabKev,0,FALSE,FALSE,NA,NA
16,@juxtin4fitness Someone reported you for sharing a screenshot of that space about sucking dick I think. Idk if it w… https://t.co/zbEor3yb2x,FALSE,2,juxtin4fitness,12/2/2021 7:58,TRUE,1.47E+18,1.47E+18,236936222,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",colorfieldblack,0,FALSE,FALSE,NA,NA
17,Uber in India partners with Meta to launch ride-booking via ... - https://t.co/1fCr6ms5Xe #VIXC #LatestComments… https://t.co/moHiNwcFCb,FALSE,0,NA,12/2/2021 7:58,TRUE,NA,1.47E+18,NA,"<a href=""http://latestcommentary.com"" rel=""nofollow"">Latest Commentary</a>",LatestComments,0,FALSE,FALSE,NA,NA
18,"Hey @onlyind, I have the same question.  I too travel often by @Uber and notice that they are charging wait times w… https://t.co/o1xLSm6Jaz",FALSE,0,NA,12/2/2021 7:47,TRUE,NA,1.47E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Socfetish,0,FALSE,FALSE,NA,NA
19,"Good Moment Everyone, has anyone other me noticed that @Uber charges for wait times that seem unwarranted?  I am wh… https://t.co/5HfTGXonAo",FALSE,0,NA,12/2/2021 7:41,TRUE,NA,1.47E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",onlyindc,0,FALSE,FALSE,NA,NA
20,@ErinLoftus15 @Real_Chatty_Cat @BYU13681 @Malcolmdonaghy @garychristou @Truthsp73957317 @CherylBlueWave @rrichterr… https://t.co/ao3tVoC3Ko,FALSE,2,ErinLoftus15,12/2/2021 7:21,TRUE,1.47E+18,1.47E+18,1.31E+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gussyupper,0,FALSE,FALSE,NA,NA
21,@RosaRo65 @Roofero3 @HankForever @davidant264 @Haraal3 @Ariam21723 @macalulo @JuniorHH420 @estrada_rody… https://t.co/6lxVzitQYH,FALSE,2,RosaRo65,12/2/2021 7:02,TRUE,1.47E+18,1.47E+18,1.08E+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",atoyac123,0,FALSE,FALSE,NA,NA
22,Uber eats is better than DoorDash,FALSE,0,NA,12/2/2021 6:23,FALSE,NA,1.47E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sclapr,0,FALSE,FALSE,NA,NA
23,"Good luck to all ARMYs leaving Sofi tonight. Stay safe. 

And for those Uber and lyft drivers who try to rip off AR… https://t.co/3T5QuECgrp",FALSE,1,NA,12/2/2021 6:16,TRUE,NA,1.47E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",newbiewritergrl,0,FALSE,FALSE,NA,NA
24,"CA Gov. Newsom signed AB5 into law starting Jan 2020.
It was to protect INDEPENDENT CONTRACTORS working for Uber, D… https://t.co/9up3n13pG1",FALSE,11,NA,12/2/2021 6:15,TRUE,NA,1.47E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",poetWOAgun,14,FALSE,FALSE,NA,NA
25,my Uber pulled up with his dog and I am here for it<U+0001F97A>,FALSE,1,NA,12/2/2021 6:11,FALSE,NA,1.47E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Xo_MarinaS,0,FALSE,FALSE,NA,NA
26,"But it honestly WILL put a financial strain in my life if I need to go, since I truly should work every day of the… https://t.co/JwwuLhz46I",FALSE,0,Nikori,12/2/2021 5:55,TRUE,1.47E+18,1.47E+18,23894875,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Nikori,0,FALSE,FALSE,NA,NA
27,"Apparently, I can choose ""financial hardship"" as a Jury Duty excuse since I'm an independent contractor (Uber) and… https://t.co/raNrJQn1G7",FALSE,0,NA,12/2/2021 5:55,TRUE,NA,1.47E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Nikori,0,FALSE,FALSE,NA,NA
28,@xcelestialkitty Not the Uber at 4am <U+0001F629><U+0001F629>,FALSE,0,xcelestialkitty,12/2/2021 5:49,FALSE,1.47E+18,1.47E+18,49646119,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hyuksflwr,0,FALSE,FALSE,NA,NA
29,@crgibs @biboofficial It’s true.  I’ve gone back to using my neighborhood taxi service.  I just have to book them w… https://t.co/kmCAkDlcg6,FALSE,1,crgibs,12/2/2021 5:44,TRUE,1.47E+18,1.47E+18,60490731,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",MiaMcCall18,0,FALSE,FALSE,NA,NA
30,@TeamsterDoug @LorenaSGonzalez @Uber @lyft @DoorDash @Postmates @WIRED Let them compete. Many employees want the fl… https://t.co/HHbRM4UvLY,FALSE,0,TeamsterDoug,12/2/2021 5:28,TRUE,1.47E+18,1.47E+18,1486798604,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",3Sentinel4,0,FALSE,FALSE,NA,NA
31,This Uber driver must think I’m insane https://t.co/WK45Efo1yz,FALSE,327,NA,12/2/2021 4:22,FALSE,NA,1.47E+18,NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",chrislongfilms,0,FALSE,FALSE,NA,NA
32,@Uber Sickening https://t.co/0wRSyueXov,FALSE,0,Uber,12/2/2021 4:17,FALSE,1.46E+18,1.47E+18,19103481,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Omarmasry,0,FALSE,FALSE,NA,NA
33,My Uber driver thought I was in my 20s<U+0001F60E>,FALSE,0,NA,12/2/2021 4:05,FALSE,NA,1.47E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lonelystoner_29,0,FALSE,FALSE,NA,NA
34,"I think I'll have to wear my I'm With Spud shirt at the AEW DC shows. Well, maybe show depending on how pricey the… https://t.co/YIsfvizIm3",FALSE,0,NA,12/2/2021 3:57,TRUE,NA,1.47E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Jeremy_Peeples,0,FALSE,FALSE,NA,NA
35,having to order anything on uber eats at this time of night is ass lmao,FALSE,0,NA,12/2/2021 3:49,FALSE,NA,1.47E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kaseyjones800,0,FALSE,FALSE,NA,NA
36,"I'm pretty chill with shit like that.

Big things happen and I am not overwhelmed. It just IS. I tend to accept wha… https://t.co/EbY22RItt0",FALSE,0,NA,12/2/2021 3:48,TRUE,NA,1.47E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JeauxAlejandro,1,FALSE,FALSE,NA,NA
37,did NOT realize the Santa Fe airport was smaller than my hometown train station and that the only cab company in to… https://t.co/6sSnPn6CR1,FALSE,1,NA,12/2/2021 3:47,TRUE,NA,1.47E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",alecjacobs,0,FALSE,FALSE,NA,NA
38,All the people at the BTS PTD LA concert having trouble catching an Uber and leaving the venue makes me think about… https://t.co/bZPPXlciVH,FALSE,0,NA,12/2/2021 3:42,TRUE,NA,1.47E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",handlwitcarree,0,FALSE,FALSE,NA,NA
39,@uber_hussein @tkeyahaudrey Im overdosing on blue,FALSE,0,uber_hussein,12/2/2021 3:42,FALSE,1.47E+18,1.47E+18,1.30E+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",chefjibo,0,FALSE,FALSE,NA,NA
40,Omg i parked in front of river park in the pickup area and some guy started walking up to my car he thought I was his Uber <U+0001F480>,FALSE,4,NA,12/2/2021 3:09,FALSE,NA,1.47E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_vanessagomz,0,FALSE,FALSE,NA,NA
41,"I heard Last Christmas today while in an Uber. It’s the only Christmas-y song I like (thx, George Michael). I guess… https://t.co/ydO0zTp78h",FALSE,0,NA,12/2/2021 2:58,TRUE,NA,1.47E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jmc_bks,0,FALSE,FALSE,NA,NA
42,Some of Panda tried out Seoulicious tonight. HUGE recommend. HUGE HUGE recommend to anyone heading in for CEO. Wort… https://t.co/d6Ht5pQmuj,FALSE,175,NA,12/2/2021 2:45,TRUE,NA,1.47E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Jaaahsh,21,FALSE,FALSE,NA,NA
43,i wanna tell my uber driver yo roll the window up but i’m scared .. <U+0001F610>,FALSE,5,NA,12/2/2021 2:38,FALSE,NA,1.47E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",milkytnereii,0,FALSE,FALSE,NA,NA
44,"Left the hotel - 3:30pm (Uber, Thanks Jose! I didn’t get carsick!)
Arrived at SoFi - 3:50pm

Retrieved my vaccine c… https://t.co/I13QjDgN4B",FALSE,2,leeo24cinema,12/2/2021 2:22,TRUE,1.47E+18,1.47E+18,8.73E+17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",leeo24cinema,0,FALSE,FALSE,NA,NA
45,@TheJulMarie 5 is uber-ridiculous and fun,FALSE,2,TheJulMarie,12/2/2021 2:15,FALSE,1.47E+18,1.47E+18,27480373,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_oh_freddie,0,FALSE,FALSE,NA,NA
46,"@Uber_Support Thanks for responding yet again with a cut and paste response, yet again ignoring the issue that the… https://t.co/2RpbuTVbSZ",FALSE,0,Uber_Support,12/2/2021 1:58,TRUE,1.47E+18,1.47E+18,2815754953,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DuressPls,0,FALSE,FALSE,NA,NA
47,"@machal_jeff @LegendaryEnergy and thus the body.
RENAL POTASSIUM-WASTING INDUCED BY VITAMIN D
(Every client that I… https://t.co/YkLyLbINmS",FALSE,1,ResilientBobby,12/2/2021 1:51,TRUE,1.47E+18,1.47E+18,2440482187,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ResilientBobby,0,FALSE,FALSE,NA,NA
48,told my uber driver i work for the dems. had a great conversation about politics and he’s an immigrant who loves am… https://t.co/Pe2FBIWNjE,FALSE,1,NA,12/2/2021 1:51,TRUE,NA,1.47E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",taliaswlcek,0,FALSE,FALSE,NA,NA
49,Nigga my Uber driver car cut off middle of highway shit scared fuck out me,FALSE,0,NA,12/2/2021 1:46,FALSE,NA,1.47E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",itsmephil45,0,FALSE,FALSE,NA,NA
50,"I’ve recently gotten surveys from @Lyft, @Uber &amp; the @NYTimes with no open text field, no N/A, and few response opt… https://t.co/WeRNaijJKZ",FALSE,0,NA,12/2/2021 1:38,TRUE,NA,1.47E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",gpanger,0,FALSE,FALSE,NA,NA
51,I’m trapped in this Uber listening to Miley Cyrus. Someone save me!,FALSE,1,NA,12/2/2021 1:25,FALSE,NA,1.47E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mvdditz,0,FALSE,FALSE,NA,NA
52,"@Uber_Support I appreciate the response, however you completely ignored the issue. Please re-read my new message an… https://t.co/WrCuGNRFEI",FALSE,0,Uber_Support,12/2/2021 1:22,TRUE,1.47E+18,1.47E+18,2815754953,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DuressPls,0,FALSE,FALSE,NA,NA
