,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
1,@hounds2k https://t.co/WJOIne8th9 also please cashapp me for an uber,FALSE,1,hounds2k,11/12/2021 20:42,FALSE,1.46107E+18,1.46107E+18,1.16292E+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dittoplushie,0,FALSE,FALSE,NA,NA
2,Shared Rides Are Back – But Uber Has Made Some Changes! https://t.co/AC6svHcGYW,FALSE,0,NA,11/12/2021 20:25,FALSE,NA,1.46107E+18,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",GiganomicsGuy,0,FALSE,FALSE,NA,NA
3,@Cynic171 @Big_joker48 @TWatcher84 @ados_warrior @DOmowale @tonetalks I saw your man Tone tell people not to work w… https://t.co/Wn0wV1B5Ww,FALSE,0,TH3REACH,11/12/2021 20:22,TRUE,1.46106E+18,1.46107E+18,456159402,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TH3REACH,0,FALSE,FALSE,NA,NA
4,@AndrewJ132 @JoePA04 @Bryce__L @TadeuszMrozek2 @ChipotleExtra Sandy Springs has become Uber Dem. what are you smoking?!,FALSE,0,AndrewJ132,11/12/2021 20:13,FALSE,1.46106E+18,1.46107E+18,9.34614E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TimDCpolitico,0,FALSE,FALSE,NA,NA
5,"""report by the Centre for International Corporate Tax Accountability &amp; Research (CICTAR), FIRST Union &amp; E tu said U… https://t.co/M99f3bFXSH",FALSE,5,NA,11/12/2021 20:11,TRUE,NA,1.46106E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",GigWorkersRise,7,FALSE,FALSE,NA,NA
6,Companies like @uber and Curbio are revolutionizing contract labor to combat the current #laborshortage and deliver… https://t.co/IsVB4wGICf,FALSE,1,NA,11/12/2021 20:08,TRUE,NA,1.46106E+18,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",CurbioHQ,0,FALSE,FALSE,NA,NA
7,"@tonywest @meena Still loving protecting criminals too.

https://t.co/gOFI2rLtuO",FALSE,0,tonywest,11/12/2021 20:04,FALSE,1.45994E+18,1.46106E+18,45378746,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TheDeliveryUnd1,0,FALSE,FALSE,NA,NA
8,@tonywest will defend the criminals who drive for or use @uber because the truth is he allows them to use uber for… https://t.co/c7yNsINHyy,FALSE,0,tonywest,11/12/2021 20:04,TRUE,NA,1.46106E+18,45378746,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TheDeliveryUnd1,0,FALSE,FALSE,NA,NA
9,"@dkhos really clinging to this EV PR bullshit.
 https://t.co/K7yIghiwq7",FALSE,1,dkhos,11/12/2021 20:01,FALSE,NA,1.46106E+18,41642329,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TheDeliveryUnd1,0,FALSE,FALSE,NA,NA
10,"At PVA, we believe people with disabilities should not be charged more if they need extra time to access their Uber… https://t.co/kRrQX3xJ3X",FALSE,0,PVA1946,11/12/2021 20:00,TRUE,1.46106E+18,1.46106E+18,15946841,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",PVA1946,0,FALSE,FALSE,NA,NA
11,"Has Uber charged you, a person with a disability, a fee because you took longer than two minutes to get to your Ube… https://t.co/dxtGDPesfc",FALSE,1,NA,11/12/2021 20:00,TRUE,NA,1.46106E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",PVA1946,1,FALSE,FALSE,NA,NA
