,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
1,The thing that drives me crazy about @amtrak is how they refuse to be honest when things go wrong. The 93 is late.… https://t.co/MgaKyJiUaR,FALSE,0,NA,11/23/2021 0:19,TRUE,NA,1.46294E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",slarjy,0,FALSE,FALSE,NA,NA
2,"@ctrlnarrative If I get out of work early and can get on an earlier Amtrak train, I'm definitely there",FALSE,0,ctrlnarrative,11/23/2021 0:05,FALSE,1.46293E+18,1.46294E+18,1.13273E+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NopeNotEbs,0,FALSE,FALSE,NA,NA
3,@AmtrakAlerts wow - amtrak is having a day - trains have been at station union station in DC- just sitting in tracks,FALSE,0,AmtrakAlerts,11/22/2021 23:54,FALSE,NA,1.46293E+18,1.00623E+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",csanders1215,0,FALSE,FALSE,NA,NA
4,@CarlosMonjeJr @Amtrak Ok because we are still stuck …,FALSE,1,CarlosMonjeJr,11/22/2021 23:45,FALSE,1.46293E+18,1.46293E+18,8.32677E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KateBennett_DC,0,FALSE,FALSE,NA,NA
5,"I’m giving Amtrak a lot of shit today but honestly… it could be worse? There’s WiFi, there’s outlets, there’s heat.… https://t.co/hByGKybQDK",FALSE,0,zmcadler,11/22/2021 23:34,TRUE,1.46293E+18,1.46293E+18,40525564,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",zmcadler,0,FALSE,FALSE,NA,NA
6,im gonna fight whatever bitchass amtrak is stuck on the track and is making me miss my family i literally have chic… https://t.co/WRduRxfehc,FALSE,2,NA,11/22/2021 23:34,TRUE,NA,1.46293E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bruhznetsov,0,FALSE,FALSE,NA,NA
7,"@KateBennett_DC @Amtrak Ahead of you, and things are moving. (Clears throat) Did you know the recently passed Bipar… https://t.co/VNOxNYvNOo",FALSE,6,KateBennett_DC,11/22/2021 23:33,TRUE,1.46292E+18,1.46293E+18,55369810,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CarlosMonjeJr,1,FALSE,FALSE,NA,NA
8,"@KateBennett_DC @CarlosMonjeJr @Amtrak (The NE Regional, not the Acela)",FALSE,0,zmcadler,11/22/2021 23:21,FALSE,1.46292E+18,1.46292E+18,40525564,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",zmcadler,0,FALSE,FALSE,NA,NA
9,"@mpshapiro @BrownTristanh @Amtrak @USDOT Historic underinvestment in infrastructure impacts us all. The train is MOVING, baby!",FALSE,2,mpshapiro,11/22/2021 23:21,FALSE,1.46292E+18,1.46292E+18,23005470,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CarlosMonjeJr,0,FALSE,FALSE,NA,NA
10,@KateBennett_DC @CarlosMonjeJr @Amtrak I’m on the one that was due at 4:15 <U+0001F972>,FALSE,0,KateBennett_DC,11/22/2021 23:21,FALSE,1.46292E+18,1.46292E+18,55369810,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",zmcadler,0,FALSE,FALSE,NA,NA
11,@foxandcity We really should've done this in June or July with the Amtrak sales. Covid sucks though,FALSE,0,foxandcity,11/22/2021 23:21,FALSE,1.46292E+18,1.46292E+18,3307451235,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Ryanfor3F05,0,FALSE,FALSE,NA,NA
12,@CarlosMonjeJr @Amtrak Which Acela are you? The one supposed to have arrived at 6?,FALSE,4,CarlosMonjeJr,11/22/2021 23:20,FALSE,1.46292E+18,1.46292E+18,8.32677E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KateBennett_DC,0,FALSE,FALSE,NA,NA
13,@zmcadler @Amtrak Yes. I’m just ahead of you it seems. We were starting to move.,FALSE,2,zmcadler,11/22/2021 23:18,FALSE,1.46292E+18,1.46292E+18,40525564,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CarlosMonjeJr,0,FALSE,FALSE,NA,NA
14,@CarlosMonjeJr @Amtrak Help is on the way!,FALSE,4,CarlosMonjeJr,11/22/2021 23:13,FALSE,1.46292E+18,1.46292E+18,8.32677E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BrownTristanh,0,FALSE,FALSE,NA,NA
15,"@CarlosMonjeJr @Amtrak Was that the Acela? I’m on the NE Regional stuck in the same spot, and he didn’t say that",FALSE,1,CarlosMonjeJr,11/22/2021 23:10,FALSE,1.46292E+18,1.46292E+18,8.32677E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",zmcadler,0,FALSE,FALSE,NA,NA
16,@CarlosMonjeJr @Amtrak Amen to that!,FALSE,0,CarlosMonjeJr,11/22/2021 23:06,FALSE,1.46292E+18,1.46292E+18,8.32677E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",L_MillerBrooks,0,FALSE,FALSE,NA,NA
17,Stuck on the @amtrak tracks outside Union Station because there is a switch stuck in the wrong position. Conductor… https://t.co/2PWIYjG8BR,FALSE,91,NA,11/22/2021 23:03,TRUE,NA,1.46292E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CarlosMonjeJr,9,FALSE,FALSE,NA,NA
18,@drooliet this is the Amtrak power move,FALSE,1,drooliet,11/22/2021 22:42,FALSE,1.4629E+18,1.46291E+18,1496361655,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",salome_gongadze,0,FALSE,FALSE,NA,NA
19,The extreme FOMO I’m feeling from everyone’s Amtrak trips today sucks <U+0001F62D>,FALSE,13,NA,11/22/2021 22:33,FALSE,NA,1.46291E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ryanfor3F05,0,FALSE,FALSE,NA,NA
20,"I do not hate Amtrak or want it dead, this is SO MUCH BETTER THAN FLYING, but https://t.co/bVcljHM13G",FALSE,1,zmcadler,11/22/2021 22:19,FALSE,1.46291E+18,1.46291E+18,40525564,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",zmcadler,0,FALSE,FALSE,NA,NA
21,Not to be salty but this is the slowest Amtrak approach to DC in history,FALSE,0,NA,11/22/2021 22:10,FALSE,NA,1.46291E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",zmcadler,0,FALSE,FALSE,NA,NA
22,@Amtrak Traveling Acela WAS &gt; NYP round trip this weekend. No traffic. No chaos in airports. <U+0001F917>,FALSE,1,Amtrak,11/22/2021 20:50,FALSE,1.46287E+18,1.46289E+18,119166791,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dfbennett,0,FALSE,FALSE,NA,NA
23,someone on this amtrak is eating greek yogurt,FALSE,0,NA,11/22/2021 20:27,FALSE,NA,1.46288E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bruhznetsov,0,FALSE,FALSE,NA,NA
24,@Amtrak Free roundtrip?,FALSE,0,Amtrak,11/22/2021 20:15,FALSE,1.46287E+18,1.46288E+18,119166791,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CapitolRailfan,0,FALSE,FALSE,NA,NA
25,"@Amtrak Taking the train is awesome because: you can take in all the scenery, it gets you to your destination faste… https://t.co/R09ntexnXi",FALSE,3,Amtrak,11/22/2021 20:02,TRUE,1.46287E+18,1.46287E+18,119166791,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Becka_Saying_Hi,0,FALSE,FALSE,NA,NA
26,Wishing the person on this crowded Amtrak car could have saved their leftover chili for another time,FALSE,11,NA,11/22/2021 19:53,FALSE,NA,1.46287E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",soanneoying,0,FALSE,FALSE,NA,NA
27,"@AmtrakNECAlerts Wow Amtrak, thank you so much for the sensitive and delicate way you have not handled this terrible situation.",FALSE,0,AmtrakNECAlerts,11/22/2021 19:22,FALSE,1.46286E+18,1.46286E+18,236842868,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CallaCameron,0,FALSE,FALSE,NA,NA
28,"Traveling by train this week for the #Thanksgiving holiday?  @Amtrak has you covered. 

https://t.co/djRxBfxfjp",FALSE,4,NA,11/22/2021 19:15,FALSE,NA,1.46286E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RailPassengers,1,FALSE,FALSE,NA,NA
29,"Black male privilege, people being scared to sit next to you on Amtrak so you end up sitting alone… https://t.co/CXQQkN9UWe",FALSE,54,NA,11/22/2021 18:39,FALSE,NA,1.46285E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KevCoke6,5,FALSE,FALSE,NA,NA
